city,review_count,name,neighbourhood,type,business_id,full_address,state,longitude,stars,latitude,open,categories
Phoenix,7,Einstein Bros Bagels,[],business,7XfT2w9Eb2Xbu-iP4xulPQ,"4304 W Bell Rd Phoenix, AZ 85003",AZ,-112.1522839,3,33.6393852,TRUE,"[u'Food', u'Bagels', u'Delis', u'Restaurants']"
Scottsdale,34,Alto Ristorante e Bar,[],business,1Q_H3BLhKBymF6Se8FfZNw,"Inside Hyatt Regency 7500 E Doubletree Ranch Rd Scottsdale, AZ 85258",AZ,-111.9184649,4,33.5670375,TRUE,"[u'Restaurants', u'Italian']"
Tempe,6,Last Exit Bar & Grill,[],business,xU10GeaLiXcozY8PDMSlKA,"1425 W Southern Ave Tempe, AZ 85282",AZ,-111.962008,4.5,33.3917448,TRUE,"[u'Arts & Entertainment', u'American (New)', u'Nightlife', u'Music Venues', u'Restaurants']"
Glendale,22,Japan Express,[],business,FtpMkJJ9Vq5cVmP3EsekBA,"5162 W Olive Ave Glendale, AZ 85302",AZ,-112.1708949,4,33.5675047,TRUE,"[u'Japanese', u'Restaurants']"
Tempe,31,Rivas Mexican Food,[],business,vSEFzop2GDXsIWTLxIGMiw,"240 W Southern Ave Tempe, AZ 85282",AZ,-111.9427538,3.5,33.3929472,TRUE,"[u'Mexican', u'Restaurants']"
Glendale,55,Salsa Blanca,[],business,x_mxrJALBi5No9CxRswEaQ,"20221 N 67th Ave Glendale, AZ 85308",AZ,-112.2029352,4,33.6693312,TRUE,"[u'Mexican', u'Restaurants']"
Scottsdale,65,Pinnacle Peak Patio,[],business,GaeokhqmZYuPr7i1EZtnHA,"10426 E Jomax Rd Scottsdale, AZ 85262",AZ,-111.8531068,3.5,33.726807,TRUE,"[u'Steakhouses', u'Barbeque', u'Restaurants']"
Glendale,4,Del Taco,[],business,51qNc8sg9kCD5GEJ3TUrrw,"13887 N 59th Ave Glendale, AZ 85306",AZ,-112.185319,3,33.612089,FALSE,[u'Restaurants']
Scottsdale,46,Chez Vous Crepes,[],business,bxEd1ust_wI0Br-HLnEy0Q,"8787 N Scottsdale Rd Scottsdale, AZ 85253",AZ,-111.9244817,4,33.566109,TRUE,"[u'Food', u'Desserts', u'Creperies', u'French', u'Restaurants']"
Glendale,13,Señor Taco,[],business,kw-LLNv9p58DM7_lgIubVQ,"20020 N 59th Ave Ste 103 Glendale, AZ 85308",AZ,-112.186786,4,33.6667001,TRUE,"[u'Mexican', u'Restaurants']"
Scottsdale,3,Jilly's American Grill,[],business,KRJ2oBNtBnf-b-Z3xZ0-xw,"7301 E Butherus Dr Scottsdale, AZ 85260",AZ,-111.921532,3.5,33.622127,FALSE,"[u'American (Traditional)', u'Restaurants']"
Gilbert,41,Freddy's Frozen Custard & Steakburgers,[],business,X-dpycbo5fy8AyoHCUCryA,"2065 Baseline Rd Gilbert, AZ 85234",AZ,-111.7872566,4,33.3785426,TRUE,"[u'Food', u'Ice Cream & Frozen Yogurt', u'Burgers', u'Fast Food', u'Restaurants']"
Phoenix,7,Dairy Queen,[],business,zZmhEpiVpRfFQid87-pcOQ,"5050 N Central Ave Phoenix, AZ 85012",AZ,-112.0740268,3.5,33.5104219,TRUE,"[u'Food', u'Ice Cream & Frozen Yogurt', u'Fast Food', u'Restaurants']"
Phoenix,23,Persian Garden Cafe,[],business,VGhMTZyqmGmM4Lrn9i6yuQ,"1335 W Thomas Rd Phoenix, AZ 85013",AZ,-112.0898778,3.5,33.4804484,TRUE,"[u'Vegetarian', u'Persian/Iranian', u'Mediterranean', u'Restaurants']"
Scottsdale,6,Rosati's Pizza,[],business,jeH6GaIq-BDr__j9oqxKtA,"10855 N 116th St Scottsdale, AZ 85259",AZ,-111.8307432,3,33.5846317,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,3,Wendy's Old Fashioned Hamburgers,[],business,EQa5xeZQ7QWMy3kr0AAg5Q,"12630 N Tatum Boulevard Phoenix, AZ 85032",AZ,-111.9793077,5,33.6008752,TRUE,[u'Restaurants']
Peoria,3,Dairy Queen,[],business,55_raszkGtosHa_oQvxTkw,"8889 W Peoria Avenue Peoria, AZ 85345",AZ,-112.2504014,2.5,33.5806871,TRUE,[u'Restaurants']
Cave Creek,4,Hot Dog Guy,[],business,0-A_cxbEmlkkq0362cvi3A,"6032 E Cave Creek Rd Cave Creek, AZ 85331",AZ,-111.950347,4.5,33.833659,TRUE,"[u'Food', u'Street Vendors', u'Hot Dogs', u'Restaurants']"
Mesa,8,Old Country Buffet,[],business,SS073W0tN3nvG36Qy6n0qg,"6625 E Southern Ave Mesa, AZ 85206",AZ,-111.6886985,4,33.3936675,TRUE,"[u'American (New)', u'Buffets', u'Restaurants']"
Peoria,5,Denny's Restaurant,[],business,WYg3T9O4dX7FGaiQC4ooxQ,"8131 W Bell Road Peoria, AZ 85382",AZ,-112.2315561,2.5,33.6378367,TRUE,[u'Restaurants']
Mesa,59,Mango's Mexican Cafe,[],business,FFHzFdyWgM-OdMghuXMPEQ,"44 W Main St Mesa, AZ 85201",AZ,-111.833114,4,33.4154709,TRUE,"[u'Mexican', u'Restaurants']"
Scottsdale,124,Mabel's On Main,[],business,vwZ15OkVO6PemAe87k0M-Q,"7018 E Main St Scottsdale, AZ 85251",AZ,-111.9297091,4,33.493181,TRUE,"[u'Bars', u'American (New)', u'Nightlife', u'Lounges', u'Restaurants']"
Scottsdale,8,Voila French Bistro and Wine Bar,[],business,Yi2_WbqDjeUrZn7WhdFA8w,"10135 E Via Linda Scottsdale, AZ 85258",AZ,-111.8619499,5,33.5747394,TRUE,"[u'Bars', u'Food', u'French', u'Specialty Food', u'Wine Bars', u'Nightlife', u'Restaurants']"
Scottsdale,50,Stingray Sushi,[],business,G5SASWuL_CVxpgwXXGC4DA,"15169 N Scottsdale Rd Scottsdale, AZ 85260",AZ,-111.9255427,3.5,33.6237191,TRUE,"[u'Sushi Bars', u'Restaurants']"
Scottsdale,81,Greasewood Flat,[],business,DjdA1xbHki_lopCSxf-Egg,"27375 N Alma School Pkwy Scottsdale, AZ 85255",AZ,-111.8457878,4,33.732058,TRUE,"[u'Burgers', u'Bars', u'Hot Dogs', u'Nightlife', u'Restaurants']"
Phoenix,8,Port of Subs,[],business,FBuNLiL2KILEQ9e8SbNWPw,"4645 E Broadway Rd Phoenix, AZ 85040",AZ,-111.980757,3.5,33.406723,TRUE,"[u'Sandwiches', u'Restaurants']"
Gilbert,5,Hungry Howie's Pizza,[],business,_tULIKll0EQsIAnPnxaoLg,"3126 S Higley Rd Gilbert, AZ 85297",AZ,-111.7218861,2.5,33.2937998,TRUE,"[u'Pizza', u'Restaurants']"
Glendale,200,Yard House,[],business,cBpJIOrVXotDI0XAZH_k0g,"9401 W Westgate Blvd Glendale, AZ 85305",AZ,-112.2618153,4,33.534203,TRUE,"[u'Vegetarian', u'American (Traditional)', u'Restaurants']"
Scottsdale,11,Dunkin Donuts,[],business,9abVm7KMVTc0K6HB6nCUmA,"15223 N 87th St Scottsdale, AZ 85260",AZ,-111.8928764,3.5,33.6203963,TRUE,"[u'Food', u'Donuts', u'Coffee & Tea', u'Fast Food', u'Restaurants']"
Tempe,93,Maria Maria,[],business,KIgkwPEOxbfdeCk0ltycOQ,"2000 E Rio Salado Pkwy Tempe, AZ 85281",AZ,-111.9043028,3,33.4329724,FALSE,"[u'Mexican', u'Restaurants']"
Scottsdale,4,Blu Burger Grille,[],business,zuso11YrG2rewOtSFr4aCw,"23233 N Pima Rd Scottsdale, AZ 85255",AZ,-111.8907394,3,33.6959785,TRUE,"[u'Burgers', u'American (Traditional)', u'American (New)', u'Restaurants']"
Scottsdale,46,Farrelli's Cinema Supper Club,[],business,#NAME?,"14202 N Scottsdale Rd Scottsdale, AZ 85254",AZ,-111.9264331,4,33.6151575,FALSE,"[u'Arts & Entertainment', u'American (New)', u'Caterers', u'Event Planning & Services', u'Cinema', u'Restaurants']"
Tempe,29,Spitfire Grill & Tavern,[],business,vnffHkFJbmd-J3OaBbK2Eg,"1706 E Warner Rd Ste 3 Tempe, AZ 85284",AZ,-111.9120598,3.5,33.33461578,FALSE,"[u'Gastropubs', u'Restaurants']"
Mesa,20,Streets of New York,[],business,WTxfdir4ZTJLA6aq6N6HzA,"542 W Baseline Ste 105 Mesa, AZ 85210",AZ,-111.8425949,3,33.3790441,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,73,Half Moon Sports Grill,[],business,oaakO-X7uOXNxqsxjDSKfg,"2121 E Highland Ave Phoenix, AZ 85016",AZ,-112.0370088,3,33.5054706,TRUE,"[u'Bars', u'Restaurants', u'American (Traditional)', u'Sports Bars', u'Nightlife']"
Scottsdale,82,Jimmy Woo's,[],business,xxyuGOeAWnKVwIfoKnfUNA,"4233 N Scottsdale Rd Scottsdale, AZ 85251",AZ,-111.9259521,3,33.4977992,FALSE,"[u'Chinese', u'Restaurants']"
Scottsdale,22,Stacy's Smokehouse BBQ,[],business,ss8qF7hMxddIO1CQh99V8g,"7055 E Shea Blvd Scottsdale, AZ 85254",AZ,-111.9290497,3.5,33.582071,FALSE,"[u'American (Traditional)', u'Sandwiches', u'Barbeque', u'Restaurants']"
Phoenix,30,Pancho's Mexican Buffet,[],business,od49_DFUJY9louGx80My-A,"1003 E Indian School Rd Phoenix, AZ 85014",AZ,-112.0605131,2,33.4947362,FALSE,"[u'Buffets', u'Mexican', u'Restaurants']"
Tempe,52,Dave's Electric Brewpub,[],business,ZztUsJyGDwPySepmXRG13g,"502 S College Tempe, AZ 85281",AZ,-111.93526,3,33.4251549,FALSE,"[u'Bars', u'Food', u'Breweries', u'Pubs', u'Nightlife', u'American (New)', u'Restaurants']"
Maricopa,15,The Buffet,[],business,NZ4V7rl7nevZPOdySgg-iw,"15406 Maricopa Rd Maricopa, AZ 85139",AZ,-112.0505478,3,33.0241115,TRUE,"[u'Buffets', u'Restaurants']"
Fountain Hills,30,Dj's Bagel Cafe,[],business,Fl9lKEaY10EnXxekPcHPPg,"13693 N Fountain Hills Blvd Fountain Hills, AZ 85268",AZ,-111.7295047,4.5,33.6099116,TRUE,"[u'Food', u'Bagels', u'Cafes', u'Restaurants']"
Mesa,13,In-N-Out Burger,[],business,LSElCCmJQNJDpIEf77NVpA,"1859 S Signal Butte Rd Mesa, AZ 85209",AZ,-111.5997973,3.5,33.38187,TRUE,"[u'Burgers', u'Restaurants']"
Scottsdale,5,Jersey Mike's Subs,[],business,iAe55bO88EwBiPL2GhwBew,"15807 E Frank Lloyd Wright Blvd Scottsdale, AZ 85260",AZ,-111.8875115,4,33.6297694,TRUE,"[u'Fast Food', u'Sandwiches', u'Restaurants']"
Scottsdale,7,Fatburger,[],business,QCTeeNlAXuSUJHb9eXnqpw,"16459 N Scottsdale Rd Scottsdale, AZ 85254",AZ,-111.9253272,2.5,33.6357834,FALSE,"[u'Burgers', u'Restaurants']"
Scottsdale,77,Vermont Sandwich Company,[],business,eJpr6Ks8pr4bmvDVPTN-Xg,"8880 E Via Linda Ste 104 Scottsdale, AZ 85258",AZ,-111.890093,4.5,33.56906063,TRUE,"[u'Sandwiches', u'Restaurants']"
Gold Canyon,3,Open Range Deli and BBQ,[],business,#NAME?,"6030 S Kings Ranch Rd Gold Canyon, AZ 85118",AZ,-111.442431,2.5,33.360621,FALSE,"[u'Delis', u'American (Traditional)', u'Barbeque', u'Restaurants']"
Scottsdale,3,Casino Arizona - Blue Coyote Grill & Sports Bar,[],business,w8GkMhkffGBW1DBzihMLcA,"9700 East Indian Bend Road Scottsdale, AZ 85250",AZ,-111.870743,2.5,33.538622,TRUE,"[u'Chinese', u'Restaurants']"
Tempe,4,Cafe @ Rio,[],business,AhVAj8F7jjMJcqKD30XwMw,"Rio Salado College 2323 W 14th St Tempe, AZ 85281",AZ,-111.974359,4.5,33.41287,TRUE,"[u'Food', u'Coffee & Tea', u'American (New)', u'Restaurants']"
Phoenix,5,Sinaloa,[],business,K8GqMhhVvz8pqq9F7sE-Sg,"2601 E Bell Rd Phoenix, AZ 85032",AZ,-112.025911,4,33.640094,TRUE,"[u'Mexican', u'Restaurants']"
Scottsdale,64,Grimaldi's Pizzeria,[],business,8lKiCgPn_eonn5CNsffabw,"15147 N Scottsdale Rd Ste 135 Scottsdale, AZ 85254",AZ,-111.925553,3.5,33.6235377,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,4,A A Wok,[],business,cuxqnMMmbBV0iE2KJJy60Q,"3202 E Greenway Road Suite 1289 Phoenix, AZ 85032",AZ,-112.013151,3,33.6283281,TRUE,[u'Restaurants']
Tempe,3,Vaquero's,[],business,5cqsXjF-SbP75UNufHt6Ew,"Apache  Terrace Rd Tempe, AZ 85281",AZ,-111.924088,5,33.424281,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,3,Jersey Mike's Subs,[],business,dBpi9I3JKQei2elBHYHUTQ,"245 E Bell Rd Ste 9 Phoenix, AZ 85022",AZ,-112.0709109,4,33.6398295,TRUE,"[u'Sandwiches', u'Restaurants']"
Tempe,103,Blue Nile Cafe,[],business,fb9eLHJ4S--TyXsarJJo-g,"933 E University Dr Ste 112 Tempe, AZ 85281",AZ,-111.924806,4,33.42135,FALSE,"[u'Ethiopian', u'Vegan', u'Restaurants']"
Glendale,5,Tha Spot BBQ,[],business,7g6RKMzdxnwe3qbtGPP-1w,"4356 W Thunderbird Rd Glendale, AZ 85306",AZ,-112.153974,5,33.611161,TRUE,"[u'Barbeque', u'Restaurants']"
Chandler,36,Moreno's Mexican Grill,[],business,250I2C80JTgVwE23IPylHQ,"601 N Arizona Ave Chandler, AZ 85225",AZ,-111.8412612,4,33.3135389,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,66,Times Square Pizzeria,[],business,rrWhi2TL0smrbihvavZxcg,"2602 W Deer Valley Rd Phoenix, AZ 85027",AZ,-112.1161771,4,33.6839876,TRUE,"[u'Italian', u'Pizza', u'Restaurants']"
Tempe,5,Kafe 440,[],business,UvSc8BrqIPv2dOMUZ-N9mA,"440 W Warner Rd #104 Tempe, AZ 85284",AZ,-111.9445749,3,33.3350535,FALSE,"[u'Breakfast & Brunch', u'Sandwiches', u'Restaurants']"
Phoenix,29,Macayo's Mexican Kitchen,[],business,aACW1qAdOfgcU8yX61dOFw,"12637 S 48th St Phoenix, AZ 85044",AZ,-111.980062,3.5,33.331946,TRUE,"[u'Mexican', u'Restaurants']"
Chandler,16,Paradise Bakery & Cafe,[],business,23g7ZqhFgmvJzYcYX27ZGA,"2970 E. Germann Rd. Chandler, AZ 85286",AZ,-111.791063,3.5,33.278582,TRUE,"[u'Bakeries', u'Food', u'Sandwiches', u'Restaurants']"
Paradise Valley,76,Tottie's Asian Fusion,[],business,E4b5OC_6mZ0V7B6Nyjncsg,"6204 N Scottsdale Rd Ste 106 Paradise Valley, AZ 85253",AZ,-111.9258733,4,33.5285509,TRUE,"[u'Vietnamese', u'Thai', u'Asian Fusion', u'Chinese', u'Restaurants']"
Maricopa,7,Harvest Buffet,[],business,M2JvjVYkIJMIuvTiO8La9g,"15406 Maricopa Rd Inside Harrah's Ak-Chin Casino Resort Maricopa, AZ 85239",AZ,-112.04232,4,32.97846,TRUE,"[u'Buffets', u'Restaurants']"
Phoenix,45,Pei Wei Asian Diner,[],business,9Vu9KhK2-kBSM-FXvxXGNg,"4340 E Indian School Rd Phoenix, AZ 85018",AZ,-111.988131,3.5,33.495496,TRUE,"[u'Asian Fusion', u'Restaurants']"
Chandler,17,Gallagher's,[],business,8Cg98L22BEcAD3gQq3QsPA,"2050 N Alma School Rd Chandler, AZ 85224",AZ,-111.8590906,3,33.3359404,TRUE,"[u'Nightlife', u'Bars', u'Sports Bars', u'Restaurants']"
Phoenix,3,Let's DO Lunch,[],business,X_F-3w3Z1omxWpItnWDH9g,"2510 W Dunlap Avenue Suite 160 Phoenix, AZ 85021",AZ,-112.11349,3.5,33.569822,TRUE,[u'Restaurants']
Scottsdale,14,Blue Wasabi Sushi & Martini Bar,[],business,12Abu2ipAXn5RfXe9y_pdQ,"20715 N. Pima Road Market Street at DC Ranch Scottsdale, AZ 85250",AZ,-111.8904749,3.5,33.6729823,FALSE,"[u'Sushi Bars', u'Japanese', u'Restaurants']"
Tempe,31,Palo Verde Lounge,[],business,Mmz8iWNfeXkp1dIP0FkTaw,"1015 W Broadway Rd Tempe, AZ 85282",AZ,-111.9548224,4,33.407299,TRUE,"[u'Dive Bars', u'Bars', u'Nightlife', u'Lounges', u'Restaurants']"
Phoenix,54,The Habit Burger Grill,[],business,BcRb2bBN9pGdV8Ef5-dKUA,"745 E Glendale Ave Phoenix, AZ 85014",AZ,-112.063117,4,33.537943,TRUE,"[u'Burgers', u'Restaurants']"
Phoenix,18,El Mesquite Restaurant,[],business,gw-V13MyfzFaCTbALfnn2Q,"26 E Baseline Rd #120 Phoenix, AZ 85042",AZ,-112.070599,4,33.378801,TRUE,"[u'Mexican', u'Restaurants']"
Scottsdale,5,Quill Creek Cafe,[],business,ltk2xcvDFvuljYIpMnRqAA,"8620 E Thompson Peak Parkway Scottsdale, AZ 85255",AZ,-111.897056,4,33.677676,TRUE,"[u'Active Life', u'Golf', u'Restaurants']"
Phoenix,4,Church's Fried Chicken,[],business,mgtbxxT0x82Vvj1K5ql62A,"1906 W Camelback Road Phoenix, AZ 85015",AZ,-112.1005137,3,33.5096926,TRUE,[u'Restaurants']
Phoenix,17,The DawgFather Grill,[],business,ksD6Pv6wOocscrEMqfnYbA,"4727 N Central Ave Phoenix, AZ 85012",AZ,-112.073396,4,33.506856,FALSE,"[u'American (Traditional)', u'Hot Dogs', u'Restaurants']"
Phoenix,19,Paradise Bakery & Cafe,[],business,euSK0uPFinytVDR_UROMTA,"1125 E Glendale Ave Phoenix, AZ 85020",AZ,-112.0573494,3,33.5382586,TRUE,"[u'Bakeries', u'Food', u'Coffee & Tea', u'Sandwiches', u'Restaurants']"
Mesa,13,La Parrilla Suiza,[],business,KeH9O67VhRqO_vd_bjVTmw,"1622 S Stapley Dr Mesa, AZ 85204",AZ,-111.8057574,3,33.3847024,TRUE,"[u'Mexican', u'Restaurants']"
Scottsdale,58,Redendo's Pizzeria Ristorante,[],business,kA_88hART1Fx-zc_njLBHg,"14700 N Frank Lloyd Wright Blvd Ste 159 Scottsdale, AZ 85260",AZ,-111.8742551,4,33.6202185,FALSE,"[u'Italian', u'Pizza', u'Restaurants']"
Phoenix,15,Jersey Mike's Subs,[],business,ZlvVCqFKTMK4rBkTQzVBpA,"1515 N 7th  Ave Ste 140 Phoenix, AZ 85003",AZ,-112.08241,3.5,33.465504,TRUE,"[u'Sandwiches', u'Restaurants']"
Chandler,6,Filiberto's,[],business,hM-W9v1nnbdemwfcR7SvxQ,"4035 S Arizona Ave Chandler, AZ 85248",AZ,-111.839786,4,33.247038,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,6,La Madeleine French Bakery & Cafe,[],business,MUsqPXthMdHoPEow9M3MfA,"3102 E Camelback Rd Phoenix, AZ 85016",AZ,-112.01556,2.5,33.510311,FALSE,"[u'Bakeries', u'Food', u'Creperies', u'French', u'Restaurants']"
Phoenix,24,Qdoba Mexican Grill,[],business,b9dv7Q0A8XcJ44zzTDJeYw,"12005 N Tatum Blvd Ste 109 Phoenix, AZ 85028",AZ,-111.979984,3.5,33.5960442,TRUE,"[u'Mexican', u'Restaurants']"
Sun City West,7,Hole 'n One,[],business,VEVeXNBX_LUoHaHCJpxUMQ,"13573 W Camino Del Sol Sun City West, AZ 85375",AZ,-112.3532928,2.5,33.6552412,TRUE,[u'Restaurants']
Phoenix,37,Paradise Bakery & Cafe,[],business,E0f8jFeNaL8ARG-vq3apVA,"Phoenix Sky Harbor Int'l Airport, Terminal 3 3400 E Sky Harbor Blvd Phoenix, AZ 85034",AZ,-112.0069893,4,33.4354634,TRUE,"[u'Bakeries', u'Food', u'Sandwiches', u'Restaurants']"
Phoenix,24,Slices,[],business,0ieEqGInYunNBaBzg8j_WQ,"21001 N Tatum Blvd Phoenix, AZ 85050",AZ,-111.9746066,3.5,33.678615,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,363,Bobby Q,[],business,rZbHg4ACfN3iShdsT47WKQ,"8501 N 27th Ave Phoenix, AZ 85051",AZ,-112.1156244,4.5,33.5612589,TRUE,"[u'American (New)', u'Barbeque', u'Restaurants']"
Mesa,9,Tao Yuan Chinese Restaurant,[],business,9PrgqakLyqlxTTqvvfYNyA,"4419 E Main St Ste 117 Mesa, AZ 85205",AZ,-111.735884,3.5,33.41405,TRUE,"[u'Chinese', u'Restaurants']"
Scottsdale,9,Mandarin Buffet,[],business,Vm_P0F8OfpXlW1rw0eLoMQ,"7101 E McDowell Rd Scottsdale, AZ 85257",AZ,-111.9283256,2.5,33.4656138,TRUE,"[u'Buffets', u'Restaurants']"
Tempe,43,Villa Peru Peruvian Restaurant,[],business,EFJAVVBQQqftuqY5Wb3WtQ,"1857 N Scottsdale Rd Tempe, AZ 85281",AZ,-111.925621,3.5,33.44906,TRUE,"[u'Peruvian', u'Restaurants']"
Phoenix,11,Tony's Italian Delicatessen,[],business,unPzS1QJJctlZyLGFSk_HA,"536 E Dunlap Ave Phoenix, AZ 85020",AZ,-112.065977,3.5,33.568247,TRUE,"[u'Delis', u'Restaurants']"
Phoenix,77,Tim Finnegan's Irish Pub,[],business,BpSLpzq_NRYghGSsb10G3A,"9201 N 29th Ave Phoenix, AZ 85051",AZ,-112.1204191,4,33.569402,TRUE,"[u'Bars', u'Music Venues', u'Arts & Entertainment', u'Pubs', u'Nightlife', u'Irish', u'Restaurants']"
Glendale,13,Sweet O Wine and Chocolate Lounge,[],business,PQcxj2uO3smCeRxEFKCRJQ,"9380 Westgate Blvd Ste D101 Glendale, AZ 85311",AZ,-112.17908,2.5,33.53226,FALSE,"[u'Food', u'Desserts', u'Restaurants', u'Italian']"
Tempe,135,NCounter,[],business,GRFunGSUZxXqNCZJrN8Oow,"310 S Mill Ave Ste A101 Tempe, AZ 85281",AZ,-111.9400902,4,33.4272811,TRUE,"[u'Breakfast & Brunch', u'American (New)', u'Restaurants']"
Tempe,80,The Tavern On Mill,[],business,sDozh6iTylTJD26d7xcgGw,"404 S Mill Ave Tempe, AZ 85281",AZ,-111.940137,3.5,33.426351,TRUE,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Surprise,10,Subway,[],business,z7Gsx3Kwa99PejQpf9Ps7Q,"17019 W Greenway Rd Ste 113 Surprise, AZ 85388",AZ,-112.4249999,3.5,33.6242942,TRUE,"[u'Sandwiches', u'Restaurants']"
Mesa,15,Eastern Super Buffet,[],business,Y5ftpklvYcdviNKMrRP_yw,"1901 S Signal Butte Rd Ste 101 Mesa, AZ 85209",AZ,-111.5984385,3.5,33.381469,TRUE,"[u'Buffets', u'Chinese', u'Restaurants']"
Phoenix,6,Peter Piper Pizza,[],business,r-8wS4RTfRJtWM0DvdaCtQ,"3403 N 7th Ave Phoenix, AZ 85013",AZ,-112.0826785,3,33.4884066,TRUE,"[u'Pizza', u'Restaurants']"
Tempe,85,King's Fish House,[],business,rK9wysMZ3nh6b6dxiG-l_Q,"35 S McClintock Dr Tempe, AZ 85281",AZ,-111.9062854,3.5,33.4327837,TRUE,"[u'Seafood', u'Restaurants']"
Glendale,33,Graziano's Pizzeria,[],business,c2_iUhnFqctffbBCSVMEbQ,"20329 N 59th Ave Ste A9 Glendale, AZ 85308",AZ,-112.185076,3,33.671403,TRUE,"[u'Pizza', u'Restaurants']"
Tempe,165,Yupha's Thai Kitchen,[],business,90AXjqb4O-wrTHDKDoDUzg,"1805 E Elliot Rd Ste 115 Tempe, AZ 85284",AZ,-111.9102573,4,33.3478272,TRUE,"[u'Thai', u'Vegetarian', u'Restaurants']"
Phoenix,12,Ammaccapane's Restaurant & Sports Bar,[],business,kvxrjOmicwb2njvXOJsZRw,"13470 N 7th St Phoenix, AZ 85022",AZ,-112.0666878,4,33.60943809,TRUE,"[u'American (New)', u'Nightlife', u'Restaurants']"
Phoenix,3,Sam's Deli Mart,[],business,OCmmPs_5NBt65ZY7OuG-lA,"3300 N Central Ave Lbby Phoenix, AZ 85012",AZ,-112.0957474,4,33.6481997,TRUE,"[u'Sandwiches', u'Restaurants']"
Phoenix,80,NYPD Pizza,[],business,TqHTtjPANCBKGsjGBjDoQQ,"1949 E Camelback Rd Ste 144 Phoenix, AZ 85016",AZ,-112.040116,4,33.507557,TRUE,"[u'Pizza', u'Restaurants']"
Glendale,39,Cafe Rumba,[],business,Agz-gMJfjCsK5tdKC6FBYQ,"5940 W Union Hills Dr Glendale, AZ 85308",AZ,-112.18729,3.5,33.654517,TRUE,"[u'Mexican', u'Restaurants']"
Scottsdale,6,Oasis Cafe,[],business,bNu-PVXtfyLE6A1qv9bDcA,"4441 N Buckboard Trl Scottsdale, AZ 85251",AZ,-111.923346,4.5,33.5017349,TRUE,[u'Restaurants']
Peoria,6,Chen & Wok,[],business,HL_UIPnpucXrP7IHMoJGjA,"7445 W Cactus Rd Ste 207 Peoria, AZ 85381",AZ,-112.2193439,4.5,33.5958656,TRUE,"[u'Chinese', u'Restaurants']"
Scottsdale,236,Papago Brewing,[],business,luCSjoNQ9q_0QIjKKOy2pQ,"7107 E McDowell Rd Scottsdale, AZ 85257",AZ,-111.9279622,4,33.4655863,TRUE,"[u'Food', u'Sandwiches', u'Breweries', u'Pizza', u'Restaurants']"
Phoenix,41,Best of Philly,[],business,OoHWabV-ym7_HWlHeXTsVA,"2818 N Central Ave Phoenix, AZ 85004",AZ,-112.074206,4,33.479508,TRUE,"[u'Cheesesteaks', u'Sandwiches', u'Restaurants']"
Mesa,13,Baja Fresh Mexican Grill,[],business,I0UXl0AwcpSZCd4_3YCccA,"3420 E Baseline Rd Mesa, AZ 85204",AZ,-111.757045,3,33.379618,FALSE,"[u'Mexican', u'Restaurants']"
Cave Creek,6,Wagon Wheel,[],business,rQEVIWkcIjnfIKUrqovUDA,"36457 N Cave Creek Rd Cave Creek, AZ 85331",AZ,-111.9543192,3.5,33.8166182,TRUE,"[u'Breakfast & Brunch', u'Restaurants']"
Phoenix,3,Quiznos,[],business,6SbjjsCkyYS78fvBXK2xGQ,"17 E Dunlap Ave Phoenix, AZ 85073",AZ,-112.0731019,1.5,33.5675286,FALSE,"[u'Fast Food', u'Sandwiches', u'Restaurants']"
Mesa,58,Golden Gate Chinese Restaurant,[],business,PNrOTfMmE0CJFV9YwSLzYw,"2640 W Baseline Rd Mesa, AZ 85202",AZ,-111.8917862,4,33.3789539,TRUE,"[u'Chinese', u'Restaurants']"
Phoenix,79,Shogun,[],business,r7Ge8_c5Y2TXthb4CSjzaA,"12615 N Tatum Blvd Phoenix, AZ 85032",AZ,-111.9797159,3,33.5999386,TRUE,"[u'Sushi Bars', u'Japanese', u'Restaurants']"
Phoenix,68,Circle H Barbecue,[],business,R3sbDS0YcJDedSmUjwE48Q,"730 W Camelback Rd Phoenix, AZ 85013",AZ,-112.08407,4,33.509755,FALSE,"[u'Barbeque', u'Restaurants']"
Phoenix,4,Filiberto's Mexican Food,[],business,tyC0LaPJo3ct_0JEkTwZxw,"3202 E Greenway Rd Phoenix, AZ 85032",AZ,-112.0113766,2.5,33.62659551,TRUE,"[u'Mexican', u'Restaurants']"
Scottsdale,71,Eddie V's Prime Seafood,[],business,ZhMlXLXuZf5z7lxunHk2ww,"15323 N Scottsdale Rd Ste E1-160 Scottsdale, AZ 85260",AZ,-111.9255108,4,33.6251838,TRUE,"[u'Seafood', u'Steakhouses', u'Restaurants']"
Mesa,3,Hungry Howies Pizza,[],business,KRyIxFeGPDy6PKEqOGZM9A,"1863 N Stapley Dr Mesa, AZ 85203",AZ,-111.804759,3.5,33.449181,TRUE,"[u'Pizza', u'Restaurants']"
